Cab_Vendor_Name,Cab_Provider_Id,Emp_Id,Company_Name,Car_Type,Date,Start_Location,End_Location,PickUp_Time,Passenger_Count,Distance_from_home_inMiles
Rank,05x-5d,fNr-79,Tavu,Electric Type,2021-03-29,2 Spohn Road,678 Texas Trail,2:29 AM,3,55
Bitwolf,6K0-0K,ppJ-48,Gabvine,Gas Type,2020-08-18,64165 Express Parkway,3 Gateway Trail,4:08 PM,1,46
Bigtax,5kQ-1M,cC8-68,Shufflebeat,Gas Type,2020-01-04,3 Elgar Court,8 Cottonwood Court,8:27 AM,3,67
Sub-Ex,6ib-6B,mrt-99,Quimba,Electric Type,2021-03-04,753 Anthes Pass,79 Blackbird Pass,9:37 AM,2,47
Fixflex,3Lm-9x,nqN-18,Brainverse,Electric Type,2021-03-29,78037 Nova Way,45 Northwestern Plaza,7:32 PM,3,18
Otcom,9Nq-0z,Cf2-07,Browsezoom,Gas Type,2021-08-19,4 Lunder Avenue,0184 Walton Crossing,5:25 AM,2,19
Stronghold,77n-1W,nO2-90,Jazzy,Electric Type,2021-10-09,808 Cardinal Pass,6 Jenna Place,10:10 AM,4,50
Stringtough,1Yn-7C,tzu-62,Eadel,Gas Type,2021-05-16,6 Banding Point,2087 Eagan Junction,11:54 AM,2,27
Andalax,6Ww-4L,RfC-75,Yabox,Gas Type,2021-06-08,2 Vera Center,69 Kipling Plaza,2:48 PM,4,39
Y-Solowarm,8UR-4g,41P-97,Trupe,Electric Type,2021-01-01,77 Nobel Road,7 Morning Crossing,5:00 PM,3,53
Cardify,0LH-6H,Vrq-15,Quinu,Gas Type,2021-07-16,10750 Debs Avenue,95697 Grover Avenue,5:18 AM,3,15
Greenlam,1W6-6q,v5S-08,Nlounge,Gas Type,2020-05-28,70082 Green Ridge Park,482 Everett Crossing,10:40 PM,3,26
Latlux,2kl-9q,TMQ-02,Yakijo,Electric Type,2021-04-12,1383 Oak Valley Way,576 Oxford Alley,5:46 AM,1,3
Alpha,8Fz-7W,151-69,Buzzster,Gas Type,2021-10-25,7 Tennyson Place,68872 Texas Road,11:23 PM,3,39
Otcom,9hK-0g,VLR-16,Blogspan,Gas Type,2021-07-25,66392 Kim Crossing,4369 Talisman Way,6:16 AM,5,15
Hatity,7bi-8p,nDX-92,Kaymbo,Gas Type,2020-07-11,606 Veith Circle,05 Pleasure Road,6:19 PM,4,60
Trippledex,2zY-39,RpK-24,Fatz,Electric Type,2020-04-30,6 Coolidge Center,7 Stang Center,12:43 AM,3,32
Greenlam,3D2-26,Jj9-97,Linkbuzz,Gas Type,2020-08-19,69 Loftsgordon Pass,721 Pond Road,6:00 PM,3,68
Voltsillam,5sP-29,qum-96,Zoombox,Electric Type,2021-08-09,789 Cody Circle,7 Gateway Center,10:44 AM,4,21
Job,8s5-5b,Zot-38,Zoomzone,Electric Type,2020-07-03,5 Delaware Circle,7144 Bay Center,9:27 PM,5,34
Konklux,0fE-85,nvG-34,JumpXS,Electric Type,2020-02-07,70 Cascade Pass,27304 Granby Place,4:07 AM,5,11
Temp,0Cm-1Y,7Ea-43,Topiclounge,Electric Type,2021-08-16,11 Nancy Point,1 Ludington Lane,7:56 PM,2,41
Bytecard,0RO-3F,ghM-78,Fanoodle,Gas Type,2021-11-08,77 Charing Cross Pass,77297 Annamark Parkway,1:21 AM,4,35
Voyatouch,16M-1m,Aa4-97,Meevee,Electric Type,2020-12-18,19355 Sheridan Parkway,69517 Burrows Court,6:37 AM,1,60
Pannier,5Rl-37,m2U-59,Realpoint,Gas Type,2020-07-29,8930 Saint Paul Road,504 Miller Lane,8:29 PM,3,15
Hatity,0GJ-5K,IGc-81,Tanoodle,Electric Type,2020-08-23,2560 Tennyson Point,9248 Petterle Junction,6:52 AM,1,61
Konklux,9Jr-5Q,4bI-81,Dablist,Electric Type,2020-12-16,193 Moose Court,8105 Reinke Trail,8:44 PM,3,3
Keylex,1Bx-0H,2eo-81,Demivee,Electric Type,2020-01-20,66065 Corben Plaza,416 Larry Park,12:03 PM,5,18
Y-Solowarm,8vi-6P,kpz-70,Zazio,Gas Type,2020-05-06,512 Jenna Crossing,4 Reindahl Hill,8:31 PM,2,43
Cardguard,56b-9X,RQz-69,Agimba,Electric Type,2020-03-11,95 Forest Dale Trail,4897 Susan Point,2:17 PM,5,58
Y-find,03O-6D,T2U-58,Edgewire,Gas Type,2021-09-02,5 Gina Alley,654 Anderson Alley,4:35 AM,2,43
Voyatouch,4ki-55,bhm-65,Avamba,Gas Type,2020-02-01,63 Bunker Hill Hill,97037 Drewry Pass,3:26 PM,4,58
Domainer,82s-0B,Lxv-99,Thoughtsphere,Gas Type,2021-05-09,2161 4th Hill,4834 Spenser Way,2:59 AM,4,8
Bamity,9AB-8s,Xhn-98,Gigashots,Gas Type,2020-07-12,668 Randy Parkway,58 Randy Hill,3:51 AM,1,14
Andalax,3L0-1B,x7S-44,BlogXS,Electric Type,2021-08-01,14 Tomscot Center,51 Barnett Drive,2:42 PM,4,8
Lotstring,32k-7h,pfO-13,Meejo,Electric Type,2021-01-23,5 Lukken Drive,2137 Coleman Terrace,5:23 PM,4,58
Sub-Ex,8La-2v,kTv-58,Digitube,Gas Type,2020-04-26,9614 Thompson Junction,358 Porter Center,10:48 AM,5,4
Vagram,0U9-1s,PUS-97,Edgetag,Electric Type,2021-11-12,7497 Cottonwood Place,05601 Butternut Lane,1:04 PM,3,2
Duobam,2Ct-7m,sDT-16,Brainlounge,Electric Type,2020-05-28,04 Debra Trail,32091 Summit Park,4:19 AM,4,31
Alpha,0Qg-78,f1U-32,Yabox,Electric Type,2020-06-17,245 Chinook Center,9238 Beilfuss Lane,2:08 AM,3,4
Sonair,4Xr-4S,Xou-34,Zoomzone,Gas Type,2020-05-27,55 Sage Way,19086 Anniversary Terrace,1:02 AM,2,52
Konklab,5hS-3C,qo5-04,Photofeed,Electric Type,2021-10-05,90 Kinsman Place,61498 Comanche Court,4:47 AM,4,52
Prodder,6Jl-9N,3DH-40,Jaxspan,Electric Type,2020-01-29,49 Haas Point,05 Pennsylvania Crossing,9:12 PM,1,31
Span,4hx-34,Ez7-40,Realcube,Gas Type,2021-04-10,676 Milwaukee Center,98065 Grayhawk Parkway,1:11 AM,2,4
Home Ing,3zc-4C,VzM-50,Zoovu,Gas Type,2021-07-24,5 Sachs Road,90 Thackeray Hill,7:09 AM,5,15
Veribet,2bO-4f,GRZ-33,Cogilith,Electric Type,2021-12-10,2 Kings Avenue,91964 Carey Circle,12:18 AM,5,69
Otcom,1dx-8X,nT4-02,Voolia,Electric Type,2021-10-09,717 Hoepker Road,68 Mcbride Crossing,1:18 AM,5,6
Cardguard,7mJ-0V,k9O-32,Browseblab,Gas Type,2021-01-30,83703 Ridgeview Terrace,29 Scoville Point,7:08 PM,2,31
Bitchip,2oe-0y,drp-60,Dabtype,Electric Type,2021-03-19,5 Carey Plaza,440 Bunker Hill Junction,11:39 AM,3,20
Holdlamis,7vA-0x,fuk-87,Katz,Gas Type,2020-04-11,9263 Charing Cross Point,159 Mariners Cove Center,9:22 PM,4,40
Solarbreeze,8iX-0T,Shv-85,Voonder,Gas Type,2021-03-20,1 Old Shore Avenue,402 Anhalt Trail,5:43 AM,4,55
Regrant,4ic-3p,ruz-19,Feedspan,Gas Type,2021-04-28,478 Kedzie Plaza,5281 2nd Place,7:37 AM,2,41
Asoka,7Dh-5Z,Y0p-81,Realcube,Gas Type,2021-04-16,6 Norway Maple Plaza,12512 3rd Street,10:10 AM,4,17
Bamity,3qp-7K,Ukd-01,Tekfly,Gas Type,2020-08-13,00374 Delladonna Avenue,097 Orin Place,7:48 AM,5,37
Duobam,4k3-8u,RFk-11,Cogilith,Electric Type,2020-09-15,044 Bayside Crossing,7966 Rieder Drive,5:34 AM,4,25
Mat Lam Tam,9D3-6g,YjA-52,Myworks,Electric Type,2020-07-01,8128 Dunning Court,708 Donald Hill,3:48 AM,5,61
Y-find,0Ga-5I,RRB-52,Edgeclub,Electric Type,2020-06-16,69 Schmedeman Junction,3 Coleman Pass,2:41 PM,2,65
Cookley,0un-3l,cgC-67,Edgewire,Gas Type,2020-02-05,5740 Susan Junction,165 Eagan Junction,11:33 PM,2,60
Lotstring,9EN-7Z,KtI-30,Zoomzone,Gas Type,2021-02-01,07054 Dennis Junction,1647 Paget Place,7:53 PM,3,48
Toughjoyfax,3wz-4D,Ph4-12,Einti,Electric Type,2020-05-26,85 Ridgeway Road,0 Hallows Road,5:15 AM,3,63
Domainer,8Oo-89,SWz-24,BlogXS,Gas Type,2021-06-03,96 Lyons Street,35 Melody Avenue,2:22 PM,2,26
Viva,3c2-3B,xyu-88,Skiptube,Electric Type,2020-09-16,015 Roxbury Way,05844 Nelson Avenue,9:40 AM,3,28
Sonsing,6ro-6f,Oh1-68,Vitz,Electric Type,2020-12-28,58012 Barby Crossing,5048 Burning Wood Road,4:02 AM,5,2
Solarbreeze,8Xd-4e,MSo-87,Feedbug,Electric Type,2020-03-09,57034 Del Sol Way,95 Loftsgordon Pass,2:43 PM,4,40
Fixflex,9Zz-90,cti-91,Browseblab,Electric Type,2020-04-05,84 Gale Terrace,4997 Killdeer Hill,7:20 PM,1,52
Flowdesk,1lT-4L,30P-72,Avamm,Electric Type,2020-12-05,11 Lakewood Circle,40 Jenifer Crossing,9:50 AM,3,42
Gembucket,8ty-5q,lON-60,Teklist,Electric Type,2021-09-27,1039 Mayer Court,22 Marquette Parkway,7:44 PM,2,31
Bigtax,70t-62,wtN-46,BlogXS,Electric Type,2020-05-23,0836 Lyons Trail,6596 Randy Drive,1:09 PM,2,8
Domainer,6gr-5G,msS-79,Flipstorm,Gas Type,2021-04-24,7350 Almo Alley,941 Mcbride Junction,9:49 PM,1,15
Opela,1PO-3r,mrb-97,Voonder,Electric Type,2021-06-06,19 Raven Circle,5 Saint Paul Circle,12:28 AM,5,52
Tampflex,9BW-6X,bIk-32,Jabbertype,Electric Type,2020-01-18,8395 Butternut Way,39581 Columbus Junction,11:23 PM,4,14
Holdlamis,94w-2u,S8W-41,Tagtune,Electric Type,2021-02-18,632 Kipling Hill,50 Ilene Avenue,4:20 PM,2,34
Matsoft,3OM-2E,Sd2-69,Twimbo,Gas Type,2020-10-28,13 Larry Point,5 Oak Avenue,2:54 AM,2,70
Job,6B7-0C,A3s-67,Teklist,Electric Type,2020-04-13,94837 John Wall Drive,6 Wayridge Avenue,2:57 PM,1,39
Lotlux,2lN-1x,iuc-15,Zoombox,Gas Type,2020-04-19,4 Summit Point,792 Homewood Drive,6:53 AM,3,61
Treeflex,5b7-4C,EZH-67,Devpoint,Electric Type,2020-06-12,26733 Cody Way,8 Shopko Plaza,6:38 AM,5,47
Zontrax,8WY-73,fNF-37,Topiclounge,Gas Type,2021-09-03,45699 Lake View Terrace,4 Bartelt Way,5:02 PM,5,12
Sub-Ex,680-5H,ABg-90,Yakijo,Gas Type,2020-06-24,2041 Mariners Cove Trail,9110 Stoughton Point,5:32 PM,3,46
Konklab,5qT-7l,T9p-52,Meejo,Gas Type,2020-01-08,6685 Sunnyside Road,2748 Haas Circle,4:00 AM,1,60
Bytecard,6Qi-4e,d2J-27,Brainlounge,Gas Type,2020-03-29,7151 Atwood Place,560 Sunbrook Court,7:24 PM,1,48
Namfix,9uJ-3k,e2d-13,Jayo,Electric Type,2021-10-19,12376 Anderson Trail,0 Arkansas Place,10:26 PM,4,21
Lotlux,2oM-9R,UqN-61,Twinte,Gas Type,2021-06-22,275 Fieldstone Circle,11 Morning Point,11:44 AM,2,18
Opela,0ZY-6j,Joy-09,Thoughtstorm,Electric Type,2021-02-02,1 Fulton Point,815 Hayes Point,12:43 PM,1,45
Transcof,0gH-47,GNJ-33,Edgewire,Gas Type,2021-10-31,144 Mifflin Avenue,5 Haas Pass,8:19 AM,2,62
Zontrax,2nm-2g,yyd-25,Yodel,Gas Type,2021-02-19,8971 Mccormick Plaza,5092 Sachs Alley,10:59 AM,2,35
Matsoft,8Ze-1a,aeN-36,Quinu,Gas Type,2021-02-21,612 Ryan Junction,56 Blue Bill Park Drive,3:47 PM,5,10
Stim,08w-01,1HY-45,Babbleblab,Gas Type,2020-03-14,35 Fordem Court,10975 Lakeland Drive,7:33 PM,3,48
Flowdesk,5bE-5x,lLo-92,Jabbersphere,Electric Type,2021-09-22,9165 Bayside Lane,578 Bayside Alley,11:38 AM,3,63
Konklab,82g-3x,gzo-42,Mydo,Gas Type,2021-05-02,3 Bayside Road,275 Hauk Parkway,5:20 PM,5,46
Wrapsafe,58r-0G,drp-60,Riffpath,Electric Type,2021-11-28,67488 Kingsford Plaza,66428 Coleman Road,1:34 AM,3,44
Alphazap,7CP-0H,kUb-69,Mydeo,Electric Type,2020-01-29,6587 Anhalt Place,7303 Eastlawn Court,1:47 AM,3,64
Voyatouch,1f2-1h,q9V-27,Yacero,Electric Type,2021-04-07,826 Fisk Point,98112 Nancy Avenue,12:21 AM,4,30
Otcom,9S8-13,PPI-05,Digitube,Gas Type,2021-06-28,800 Amoth Way,7955 Stone Corner Terrace,12:49 AM,5,21
Tempsoft,575-96,LBs-82,Photobug,Gas Type,2021-01-30,77 Westport Terrace,0195 Tennyson Avenue,8:09 PM,2,51
Toughjoyfax,3AD-6O,ghM-78,Skaboo,Electric Type,2021-02-20,2 Old Shore Pass,56319 Anniversary Parkway,5:17 PM,4,4
Fixflex,6qn-9C,JIG-25,Leenti,Electric Type,2020-09-14,76361 Bashford Street,8 Aberg Lane,6:19 PM,2,6
Kanlam,8wf-10,4j8-48,Realmix,Electric Type,2021-12-07,55 Stone Corner Drive,33 Oak Valley Point,1:56 PM,3,21
Opela,7jv-23,qy6-96,Mudo,Gas Type,2020-05-19,5 Hoffman Park,03828 Tennyson Place,8:16 PM,3,67
Pannier,7Hl-7M,Lxv-99,Vidoo,Electric Type,2020-11-26,86 Westerfield Park,1989 La Follette Road,4:57 PM,1,3
Cardguard,6dZ-90,Z4T-34,Rooxo,Gas Type,2021-10-05,98 Maryland Park,728 Judy Lane,9:17 AM,1,37
Temp,9rJ-5R,adK-94,Livetube,Gas Type,2020-12-12,616 Loeprich Hill,1359 Alpine Pass,8:25 AM,3,60
Regrant,4Aw-6a,Shv-85,Skyndu,Electric Type,2021-11-14,318 Golf Course Park,3 Cordelia Alley,5:30 AM,1,8
Stringtough,7mo-1O,cSl-05,Yoveo,Electric Type,2021-10-12,50 Mariners Cove Place,1 Lien Place,5:53 PM,2,20
Bitchip,8tr-4z,fNr-79,Twinder,Gas Type,2020-07-11,3369 Vermont Park,51121 Dayton Circle,11:12 PM,3,28
Daltfresh,4Oq-3j,bqz-10,Lazzy,Gas Type,2020-03-05,0 Londonderry Way,09 Mccormick Road,3:23 PM,1,55
Tres-Zap,77D-1e,Zw6-25,Brainverse,Electric Type,2021-03-21,97977 Northview Junction,7338 Shelley Alley,9:17 PM,3,49
Toughjoyfax,4Y2-80,Sel-75,Oyoyo,Gas Type,2020-09-30,85123 Lake View Lane,548 Donald Plaza,10:35 PM,3,3
Tampflex,8Lx-5I,SPL-69,Gigabox,Gas Type,2020-07-10,60 North Court,6180 Shelley Avenue,3:20 AM,2,25
Opela,9xA-2Q,Mzp-27,Quamba,Electric Type,2021-12-08,5 Nelson Center,63844 Vahlen Point,5:39 PM,3,25
Y-Solowarm,3to-32,LAr-91,Chatterbridge,Electric Type,2021-10-06,07045 Briar Crest Avenue,3009 Grim Street,12:17 AM,3,5
Prodder,0b0-8y,1a5-98,Feedfish,Electric Type,2021-03-29,0748 Brickson Park Way,03267 Grayhawk Street,8:11 PM,1,49
Konklux,7VS-6J,zbx-82,Aivee,Gas Type,2020-04-17,6266 Kensington Terrace,75574 Judy Court,2:33 PM,3,36
Overhold,7qA-1j,JvF-69,Youopia,Gas Type,2021-07-25,2 Bluestem Trail,2704 Merchant Point,7:41 PM,1,15
Lotstring,2RY-9R,g5D-54,Edgeclub,Gas Type,2020-03-06,56841 Evergreen Alley,719 John Wall Alley,12:48 PM,2,61
Span,6F1-40,h5O-15,Kayveo,Gas Type,2021-02-07,8036 Harbort Lane,30 Blackbird Crossing,9:01 AM,4,40
Treeflex,9TQ-0R,Dku-39,Zoomdog,Gas Type,2020-07-02,7350 Bobwhite Parkway,92 Ruskin Junction,3:13 PM,4,17
Zontrax,64P-37,yRg-58,Shuffledrive,Gas Type,2021-04-03,28977 Northland Hill,1 Red Cloud Alley,3:43 PM,2,70
Wrapsafe,1mz-8t,aAa-73,Gigaclub,Gas Type,2020-08-11,5 Grover Lane,76871 Farwell Way,11:31 AM,3,34
Alphazap,00y-5W,Tu3-97,Edgeify,Electric Type,2020-04-15,3331 Merchant Circle,433 Golf Course Circle,11:19 AM,2,41
It,8nS-8H,ewx-78,Realbuzz,Electric Type,2020-02-01,251 Pleasure Avenue,296 Walton Junction,4:33 PM,1,26
Namfix,4uN-4x,mOW-61,Flashpoint,Electric Type,2020-02-29,121 Grover Court,4728 Kennedy Lane,3:13 AM,1,59
Stronghold,8of-1s,P9O-88,Wordware,Electric Type,2020-06-30,9725 West Center,80 Evergreen Alley,8:07 PM,5,58
Sonsing,913-1w,qh0-04,Katz,Gas Type,2021-09-07,271 Oxford Street,7 Sage Center,12:12 PM,4,54
Overhold,4sK-3x,IMw-64,Mita,Electric Type,2021-06-23,314 Carioca Alley,339 Debs Center,7:22 PM,1,27
Quo Lux,7na-1h,9u3-28,Centizu,Gas Type,2021-04-28,8030 Bluestem Alley,37 Bunker Hill Trail,5:47 PM,3,51
Keylex,7nN-9Z,gM5-01,Fiveclub,Gas Type,2021-11-16,1 Pleasure Court,008 Mccormick Point,8:15 AM,5,62
Temp,2Mz-1K,WeH-75,Innojam,Electric Type,2021-04-24,761 Schurz Place,2883 Golf View Drive,8:33 PM,2,54
Cardify,27W-1V,fs2-71,Centimia,Gas Type,2021-08-05,13185 Merrick Circle,51 Scott Park,5:05 PM,2,70
Solarbreeze,1jJ-57,a8H-50,Kazu,Electric Type,2021-09-23,5 Loftsgordon Parkway,17898 Northridge Pass,12:49 PM,1,63
Daltfresh,0Qh-0N,OhC-98,Babbleblab,Gas Type,2021-05-16,432 Kingsford Circle,60901 Bay Street,5:34 AM,2,44
It,4Eb-1p,vzn-66,Chatterbridge,Gas Type,2020-09-22,218 Acker Pass,55 Caliangt Lane,7:34 AM,2,38
Transcof,9Eh-46,JoV-04,Dazzlesphere,Gas Type,2020-05-07,464 Riverside Parkway,9118 Sycamore Hill,9:40 PM,3,53
Rank,856-4o,iGW-00,Fanoodle,Electric Type,2021-06-15,3 Glendale Terrace,3 Park Meadow Avenue,2:55 AM,1,37
Daltfresh,7ie-5J,Kl8-39,Vipe,Electric Type,2021-12-04,2645 North Center,0979 Menomonie Avenue,4:52 PM,2,47
Subin,5yD-0e,5V7-14,Podcat,Gas Type,2021-03-04,52 Farwell Point,61 Garrison Avenue,1:43 AM,1,12
Overhold,4RS-5Q,QkS-97,Geba,Electric Type,2021-05-13,61 Express Hill,791 La Follette Terrace,1:25 AM,4,47
Veribet,0wu-6x,kpz-70,Dabvine,Gas Type,2020-06-24,1423 Michigan Center,5 Chive Hill,1:50 PM,5,11
Temp,20H-1R,sQe-12,Izio,Electric Type,2020-07-12,077 Atwood Junction,51473 Warner Terrace,12:11 AM,5,69
Job,8e6-9Y,auk-79,Quinu,Electric Type,2020-10-03,2 1st Plaza,88236 Nobel Trail,10:27 AM,4,62
Sonsing,8Pz-23,nT4-02,Yamia,Gas Type,2020-04-22,143 Clarendon Park,585 Carberry Center,3:00 AM,5,57
Gembucket,08C-2s,hXR-08,Twitternation,Gas Type,2021-10-20,8 Mockingbird Plaza,67 Sommers Crossing,10:24 PM,2,8
Voltsillam,2sC-1P,EUl-94,Fadeo,Electric Type,2021-06-23,5 Utah Trail,4046 Kenwood Hill,12:26 AM,1,44
Regrant,94o-5h,wGf-13,Mynte,Gas Type,2020-03-15,70 Banding Pass,2 Butterfield Pass,11:06 PM,2,36
Zontrax,0K1-57,JCz-32,Gabcube,Electric Type,2020-01-27,26 Paget Pass,0119 Emmet Pass,6:22 PM,3,37
Tampflex,8Ay-38,Dgp-53,Skalith,Gas Type,2020-12-08,12098 Magdeline Park,2725 Dapin Alley,6:17 PM,3,38
Alphazap,5qM-30,AaH-95,Chatterpoint,Electric Type,2021-11-16,14 Summit Drive,20420 Twin Pines Avenue,1:29 PM,1,55
Subin,2dg-5r,UVC-20,Skyba,Electric Type,2020-09-09,1 Washington Junction,32 Shopko Place,11:14 PM,1,55
Job,4UD-5j,fRR-03,Zooveo,Gas Type,2021-10-07,4454 Fair Oaks Way,16640 Warrior Lane,10:14 AM,2,66
Tresom,1oQ-8k,YqY-39,Tazzy,Gas Type,2020-10-10,1619 Redwing Street,3 Coolidge Center,6:13 AM,2,35
Namfix,5BT-77,dRa-68,Skyble,Electric Type,2020-02-05,73 Tennyson Terrace,6 Superior Center,12:51 PM,2,25
Domainer,23F-3F,bbQ-58,Quimba,Gas Type,2021-04-23,75 Alpine Junction,31 Canary Pass,1:16 PM,2,18
Bamity,0Zx-3G,h6M-23,Skibox,Electric Type,2021-03-10,244 Garrison Drive,1 Orin Junction,10:40 PM,4,68
Cardguard,4bK-9W,5Of-11,Riffpath,Gas Type,2021-05-07,27143 Maywood Junction,504 Elgar Point,3:58 AM,4,60
Cookley,73I-90,Lsu-24,Tavu,Gas Type,2021-06-04,12638 Lakeland Hill,5096 Magdeline Center,6:05 PM,3,49
Bigtax,5mR-98,dFo-65,Pixonyx,Gas Type,2020-07-11,6824 Springview Drive,1 East Place,4:21 PM,1,61
Zontrax,9gr-3o,ZK0-40,Voolith,Electric Type,2020-11-01,0 Drewry Center,97 Graceland Junction,5:09 PM,2,55
Hatity,55p-6p,lsF-93,Yamia,Gas Type,2020-04-02,6 Gale Point,1938 Armistice Parkway,12:57 PM,4,28
Solarbreeze,9Qy-46,PqH-34,Flashdog,Electric Type,2021-02-03,55658 Monterey Plaza,6389 Tennyson Plaza,10:30 PM,3,1
Sonsing,5iH-9o,GCz-79,Twitterbridge,Electric Type,2020-02-23,17 Dennis Pass,77 Stone Corner Park,12:10 PM,2,19
Fixflex,4Uw-5r,hDN-98,Jazzy,Gas Type,2021-04-05,3151 Moland Street,4278 Prairieview Avenue,5:24 AM,5,2
Cardify,1Pd-9Z,ito-00,Aimbo,Electric Type,2020-07-24,9 Union Lane,32456 Fairview Junction,11:19 AM,2,26
Toughjoyfax,9Th-5W,tUH-02,Quamba,Electric Type,2021-05-03,754 Russell Drive,13780 Maywood Road,6:36 AM,5,15
Bytecard,1Wm-4a,vhz-19,Photofeed,Electric Type,2020-12-06,6378 Carberry Circle,21 Union Place,5:08 AM,1,46
Domainer,4Zw-8L,o5Z-23,Rhyzio,Electric Type,2021-04-05,931 Goodland Alley,0 Maple Center,10:02 AM,4,35
Matsoft,3kV-4l,IzG-47,Eabox,Gas Type,2020-07-03,11279 7th Crossing,336 Dixon Place,2:58 AM,2,11
Y-Solowarm,7Jy-3p,oLc-57,Thoughtstorm,Electric Type,2021-11-08,5899 Independence Street,9 Jay Hill,1:31 PM,5,29
Hatity,11I-2m,7n5-23,Meeveo,Gas Type,2021-09-14,06 Vera Park,789 2nd Court,10:47 AM,3,12
Transcof,2Wf-1O,x7S-44,Photofeed,Gas Type,2020-05-30,69 High Crossing Trail,7 Beilfuss Trail,12:51 AM,1,44
Zaam-Dox,4xK-8f,qGq-97,Teklist,Gas Type,2021-01-09,022 Scofield Court,010 Morning Lane,4:39 AM,4,3
Transcof,9uM-8h,4YR-12,Buzzster,Gas Type,2021-05-03,5656 Jana Avenue,60162 Dovetail Street,11:21 AM,4,60
Sonair,1mF-9b,qo5-04,Yabox,Gas Type,2020-11-23,185 Fallview Alley,8 Arrowood Circle,1:34 AM,1,68
Toughjoyfax,0Nr-8B,ptt-04,Zoombox,Electric Type,2021-05-08,510 Melrose Parkway,27 Messerschmidt Crossing,2:24 PM,3,4
Otcom,622-7v,S9S-01,Innotype,Gas Type,2020-02-10,23 Raven Pass,12 Bluejay Hill,3:41 AM,2,2
Duobam,89V-11,REX-87,Mydo,Electric Type,2020-02-20,68 Carberry Way,75 Upham Alley,7:49 PM,2,67
Overhold,2Jm-83,GPM-62,Yombu,Gas Type,2020-06-04,6833 Mcguire Lane,19 Melby Place,3:28 PM,3,36
Tres-Zap,468-2J,nuC-45,Vipe,Gas Type,2021-08-20,85591 Moose Circle,709 Nova Center,4:40 AM,4,58
Span,6xc-81,K6n-07,Buzzbean,Electric Type,2021-10-31,9 Burning Wood Place,8 Katie Road,3:21 PM,4,48
Trippledex,4X9-4l,Cf2-07,Vinte,Gas Type,2020-01-03,617 Bashford Court,2098 David Center,12:10 AM,2,36
Tin,2YW-7B,Dku-39,Feednation,Electric Type,2021-09-10,591 Atwood Junction,4911 Morningstar Alley,5:21 PM,1,66
Daltfresh,9bN-5T,xzw-83,Gigaclub,Gas Type,2021-01-10,52 Dorton Drive,7 Loftsgordon Way,2:34 PM,4,4
Cardguard,7j7-0Z,WS4-06,Kazio,Gas Type,2020-01-16,34552 Oakridge Circle,15539 Anthes Plaza,4:30 AM,1,28
Zontrax,1VI-50,lK0-17,Youopia,Gas Type,2020-12-10,886 Ryan Center,5612 Warner Crossing,4:28 AM,4,34
Zoolab,18N-8W,gzo-42,Buzzster,Electric Type,2020-04-09,72301 Shasta Crossing,6 Esch Way,4:34 PM,4,43
Zontrax,8gO-74,k9O-32,Voomm,Electric Type,2020-05-20,562 Sheridan Place,850 Glendale Circle,9:45 AM,4,62
Duobam,9xG-1U,ztS-30,Geba,Electric Type,2020-09-13,9557 Dexter Trail,4 Dakota Alley,7:43 PM,2,5
Lotlux,4Xs-6G,qGq-97,Realfire,Electric Type,2021-09-08,462 3rd Court,8 Badeau Junction,7:01 PM,5,50
Aerified,8uE-7L,qy6-96,Youtags,Gas Type,2021-08-30,79362 Browning Trail,6 Dahle Court,11:53 AM,2,59
Sonsing,7f6-0d,b6y-05,Shufflester,Gas Type,2021-04-26,36 Arizona Place,21685 Sunfield Road,1:34 AM,5,48
Alpha,6mF-93,X7Q-16,Lazzy,Electric Type,2021-09-14,6086 Glacier Hill Plaza,07717 Eastlawn Crossing,1:07 AM,4,24
Fixflex,7wP-3a,ffK-32,Podcat,Electric Type,2021-11-25,2 Hanover Street,95438 Wayridge Junction,3:28 AM,5,27
Gembucket,3aD-7J,7mc-25,Skyble,Electric Type,2021-09-04,20 Becker Pass,7142 Farmco Circle,1:39 PM,1,50
Sub-Ex,8nE-64,hXR-08,Divape,Electric Type,2021-12-04,089 Mitchell Crossing,8 Heath Pass,1:17 AM,5,42
Temp,3Fa-1q,lKD-20,Yodoo,Electric Type,2021-08-28,5 Independence Place,6 Luster Parkway,2:31 PM,2,60
Andalax,6ZN-3x,LTx-41,Ozu,Gas Type,2021-06-21,889 2nd Plaza,14398 Sloan Terrace,6:56 AM,2,2
Redhold,9Ns-7H,lBX-00,Yotz,Electric Type,2020-07-05,47373 Di Loreto Pass,88263 Longview Drive,6:35 PM,5,24
Lotstring,9oB-4H,qjw-15,Realpoint,Gas Type,2021-04-15,8760 Burning Wood Drive,2 Crownhardt Center,12:16 AM,4,8
Kanlam,8Y9-7w,TI2-98,Realmix,Electric Type,2020-02-05,57 Iowa Pass,854 Eggendart Avenue,11:25 AM,3,32
Asoka,6ft-3E,tzu-62,Centidel,Gas Type,2021-03-25,101 Hansons Court,215 Loomis Street,4:31 AM,3,18
Keylex,55P-5Z,8Xq-33,Vinder,Gas Type,2020-07-28,684 Pleasure Terrace,098 Cherokee Hill,4:30 AM,1,5
Pannier,6Ij-4Y,2ON-64,Kimia,Gas Type,2021-01-08,1 Bluestem Center,91 Hoffman Pass,1:41 AM,3,4
